invert,sepia,saturate,hue-rotate,brightness,contrast
2,64,6702,119,93,105
7,36,1048,64,93,107
5,25,4892,111,101,107
8,20,5951,89,88,111
8,20,2006,66,97,106
8,81,962,69,92,110
9,34,1176,70,91,110
5,38,5718,108,94,105
6,45,1750,95,104,105
7,61,1864,96,96,105
7,32,3391,93,98,106
9,22,3575,93,94,107
7,81,883,79,101,105
9,87,550,74,98,107
9,14,5794,81,98,105
8,38,2471,90,98,105
8,94,1064,94,97,105
9,56,2011,92,94,109
8,61,2455,90,95,105
9,19,6782,90,95,104
7,45,6634,97,96,107
9,29,4669,101,95,108
9,63,1776,94,95,103
8,57,2962,96,95,104
11,28,2798,85,101,106
10,23,7291,91,93,104
10,71,1836,91,99,105
11,37,3456,94,91,105
10,73,1962,95,94,105
10,25,7133,91,93,104
10,98,1188,93,99,107
9,83,2083,100,101,105
12,33,3716,96,96,110
12,41,3198,101,91,105
13,14,7205,88,97,106
12,55,2747,93,92,104
13,17,6984,94,96,105
14,57,1388,84,97,105
13,23,5763,99,95,103
12,57,2655,99,100,108
13,18,7500,93,95,103
11,51,3435,97,97,103
14,42,2605,95,95,105
12,46,3404,105,102,107
13,49,3033,96,96,104
12,51,3346,113,98,106
16,21,5302,94,96,108
16,19,6106,93,93,103
17,72,1401,93,89,108
14,76,1703,90,96,104
16,48,2240,90,92,104
13,62,3114,101,98,105
17,65,1128,83,99,108
14,66,2847,102,92,106
15,78,2002,93,95,104
15,29,6218,93,93,104
14,53,2801,100,102,105
15,90,1636,97,96,104
18,88,1088,87,94,106
16,88,1511,97,94,105
16,21,7071,98,102,104
14,75,2780,102,99,107
17,30,5309,99,96,106
14,79,2717,100,95,104
18,33,4112,103,94,105
16,65,2902,100,95,104
15,93,2200,106,91,102
15,91,2046,98,100,104
17,82,1570,97,104,107
17,29,6769,93,97,104
15,76,2998,98,94,105
18,35,5510,94,95,105
15,67,3789,117,91,102
15,84,2870,95,99,101
21,75,1509,91,92,108
17,88,1929,98,100,106
20,48,3175,98,94,106
16,40,6354,94,97,101
18,66,2483,102,100,104
20,87,1575,92,98,105
17,63,3326,99,98,108
17,38,5389,104,100,104
19,94,1825,103,92,103
13,94,4231,106,96,104
19,82,2015,95,98,101
18,76,2764,111,94,103
15,98,7437,99,94,103
16,86,2879,102,98,105
24,36,2984,93,101,108
23,36,4090,98,93,108
18,53,3907,101,102,103
13,61,6517,112,99,101
23,61,2426,101,91,104
25,70,1470,90,98,106
22,92,1567,98,96,104
23,98,1444,98,92,105
19,96,2121,110,97,105
20,52,6387,93,92,105
18,81,3072,96,100,102
19,99,2580,97,94,106
23,92,1550,99,95,104
25,95,1048,88,101,105
20,96,2447,98,94,104
24,43,3824,93,98,103
28,43,3180,98,89,106
19,80,3250,100,97,105
26,93,1117,89,100,109
22,78,2681,97,96,103
21,100,2179,95,100,107
27,91,1148,89,98,108
24,77,2028,92,100,106
22,100,1971,100,98,106
25,91,6544,119,96,105
22,100,4655,111,95,106
24,99,1809,94,95,104
27,58,4835,94,93,107
23,79,4759,115,94,104
23,80,6272,128,95,104
23,94,2136,95,98,102
21,67,5405,122,96,104
24,95,3690,107,95,105
29,95,1322,93,94,104
27,99,4520,118,95,103
25,99,2672,108,93,107
37,43,6433,93,91,106
35,75,1179,86,91,108
21,91,3174,119,97,107
31,73,4948,110,95,106
29,96,2045,105,90,102
39,72,7499,118,99,101
26,81,2764,103,98,102
30,86,1843,97,93,104
35,89,5327,111,99,104
30,62,5030,96,103,101
32,40,5704,110,95,104
32,94,1799,103,90,107
30,79,1528,94,105,106
36,99,1291,92,86,104
35,40,4523,93,95,105
29,100,1679,98,97,105
32,86,2318,100,95,104
31,91,3204,101,101,106
32,87,2434,98,98,102
35,94,1561,94,92,104
32,94,1592,91,96,107
34,72,1749,98,95,110
30,86,2042,99,102,102
29,72,2770,104,103,107
36,100,2990,104,99,104
39,22,7208,99,97,104
36,99,1142,90,94,104
54,59,6123,94,95,104
37,96,1119,89,93,106
39,61,1737,89,94,106
36,96,1985,94,99,102
41,86,3121,96,99,108
46,56,3659,90,94,109
40,67,3252,96,101,102
35,100,985,88,103,108
41,63,4549,100,105,102
39,99,1661,90,97,106
47,61,6619,106,105,111
43,78,2437,90,97,108
50,100,3985,96,102,108
42,94,2585,92,102,105
40,100,938,86,94,110
48,33,6692,92,102,104
38,97,1051,89,100,107
36,100,1227,92,103,106
37,98,1704,93,104,106
46,54,4159,91,104,106
38,95,1206,89,101,110
50,66,3935,90,101,110
44,90,1826,87,98,114
40,95,1790,90,104,110
44,41,3017,90,102,112
40,87,1104,87,101,110
41,87,1642,88,103,112
46,99,2145,86,100,114
45,92,3020,91,108,108
41,63,2027,90,105,110
41,60,1585,88,105,109
52,28,6943,88,103,114
39,100,1264,89,107,110
39,100,1013,88,105,111
61,91,4324,87,104,114
44,88,1598,86,102,117
43,98,1895,88,107,113
44,95,1495,85,102,118
41,80,1699,88,109,112
39,97,1466,89,111,111
42,89,1229,86,104,118
41,94,1014,86,105,117
43,30,3748,89,112,111
58,63,5489,89,112,111
54,64,3969,86,107,115
48,30,4870,88,111,113
77,59,6759,82,101,124
44,82,2760,90,116,109
45,66,3357,91,116,110
59,55,6698,91,116,112
59,95,4255,88,114,112
55,99,3584,89,111,118
55,53,4583,86,110,117
48,52,3636,88,115,113
41,99,1403,89,113,117
47,27,3124,86,110,119
61,62,5515,89,112,120
46,73,2654,88,115,115
49,38,4696,88,116,115
48,95,2521,87,115,115
50,95,2722,87,113,120
52,84,4158,92,122,112
44,81,1032,84,113,114
55,89,3418,86,114,120
50,27,4210,86,112,122
66,84,4543,85,111,122
71,64,6223,85,113,123
63,77,5287,89,122,113
58,98,3264,85,111,124
64,73,5113,88,115,123
59,63,5117,87,120,116
62,58,4935,84,111,126
60,66,4016,83,110,127
49,51,3086,86,118,119
48,33,3264,86,119,119
75,65,7194,88,123,118
66,54,7387,89,125,116
48,98,3011,91,127,114
66,81,4510,83,115,125
56,54,3790,83,113,127
60,38,6918,87,118,125
54,87,2807,83,115,126
52,93,3016,87,122,121
48,84,2561,88,121,124
46,89,2370,88,126,118
77,64,7053,87,121,123
80,57,7174,81,116,126
63,96,3551,82,116,125
50,72,3526,90,130,115
0,6,7500,287,98,106
5,46,1777,117,99,114
5,28,2614,97,97,114
1,81,6801,142,84,101
4,51,665,36,85,105
1,58,5598,137,94,102
2,41,5148,100,94,103
3,18,7472,95,110,102
2,72,6403,93,102,105
6,45,461,82,99,110
10,13,3689,93,95,125
6,20,1999,50,101,107
3,42,7499,82,96,107
3,69,3027,87,92,103
5,12,6674,80,101,105
6,12,3398,76,94,105
4,93,6753,90,86,115
6,53,1417,85,94,105
8,29,2289,66,94,109
4,54,4605,128,93,103
5,46,4624,106,97,106
6,23,6198,111,99,106
6,24,5009,112,98,105
4,65,7500,88,91,105
7,24,4859,94,96,106
8,57,921,76,94,106
6,30,5102,97,97,105
4,80,4732,105,100,106
8,62,1479,88,93,105
8,23,5412,89,95,105
10,58,1652,83,99,113
8,80,1608,83,95,106
8,61,1326,86,100,104
8,46,3457,104,94,104
11,43,1420,81,91,107
10,72,1583,82,93,107
11,33,2598,93,93,106
9,54,2112,92,96,105
10,72,1511,85,97,106
12,19,4037,87,92,107
11,25,3732,91,93,105
11,20,5417,87,93,105
10,95,1244,93,97,105
9,37,4911,111,93,103
10,97,1327,96,99,105
9,51,3206,98,102,106
11,20,6227,91,98,103
13,48,1704,86,95,105
12,23,5654,98,93,104
15,16,4137,82,92,106
14,12,7458,91,97,107
11,83,1819,99,95,108
13,19,5368,95,102,105
11,36,5193,106,91,104
13,24,4885,97,94,105
12,49,3562,101,96,106
13,73,1571,93,100,107
13,72,2088,95,96,107
15,60,1493,90,100,108
14,73,1321,89,98,105
12,54,2951,105,99,104
14,56,1999,93,98,106
15,99,1145,88,93,107
14,53,2651,98,98,107
13,64,2219,102,102,105
15,39,3821,101,92,105
17,30,2774,87,102,106
16,36,3964,100,93,104
16,21,6805,97,95,106
13,54,4117,109,94,105
19,53,1394,83,97,108
19,40,2287,88,91,106
20,27,2743,84,95,107
18,40,2421,90,100,105
17,37,3368,97,101,108
15,86,2112,99,95,107
17,33,4329,97,99,106
16,36,5133,94,95,106
16,81,2060,98,93,107
16,63,2819,99,95,106
18,89,1509,95,93,107
18,43,3540,97,95,111
15,59,3663,96,101,105
10,100,4529,93,100,103
18,24,7413,94,96,104
17,28,5741,103,100,105
16,89,2072,97,97,105
19,99,1081,89,95,104
18,69,2865,102,89,106
14,69,4491,103,94,104
20,58,2220,97,95,105
20,53,2470,93,98,102
17,70,2991,99,94,106
16,80,2788,100,101,104
19,97,1606,98,93,103
17,33,7009,108,94,107
16,94,2956,98,92,104
16,95,2621,104,93,104
17,91,2641,99,93,103
10,100,6802,100,97,103
14,64,5192,127,95,101
17,93,2385,95,102,102
17,77,2778,102,103,102
14,92,3461,98,101,104
18,61,4104,100,95,103
14,82,7451,91,101,105
24,39,3559,93,93,106
16,99,3168,100,93,107
21,38,5051,111,95,104
16,99,2824,104,99,105
14,91,7500,100,101,103
15,100,6970,117,92,102
19,78,2831,99,98,104
22,84,1509,95,106,105
25,88,1367,91,96,105
20,92,4893,118,86,102
21,44,4521,97,99,103
26,96,7379,118,92,104
23,75,2591,96,93,103
19,96,3581,97,93,109
22,99,1982,98,94,108
18,100,4333,100,97,104
19,97,2287,98,103,104
18,100,4074,101,98,102
26,87,1472,94,97,103
26,45,2850,99,103,104
28,95,1442,93,88,107
23,89,1998,102,99,103
23,92,3586,105,92,105
22,39,7431,103,96,101
19,97,4930,112,100,103
27,96,1358,93,98,105
23,100,6728,126,101,105
22,99,3413,112,94,107
29,38,6289,107,89,104
27,99,1509,94,96,105
22,88,4218,110,98,104
26,60,6381,108,99,103
21,94,3451,104,101,104
27,72,3905,113,92,101
27,98,1659,94,96,101
26,47,6501,113,97,102
29,80,2308,95,93,104
32,69,1564,91,98,105
32,99,1265,91,91,106
28,100,3520,108,97,108
28,99,1499,96,98,103
34,34,6604,97,95,105
24,100,2734,112,99,107
28,95,1964,100,94,109
47,97,4190,101,89,106
35,85,1421,92,90,104
32,97,1770,96,93,104
35,70,2064,94,91,104
25,89,2258,111,103,107
35,94,2147,95,93,104
35,56,3064,92,96,103
31,76,2808,98,99,108
38,53,3151,94,93,104
37,59,3012,95,95,105
32,99,1268,93,100,104
31,100,1712,95,100,103
36,99,1248,92,91,106
38,100,1056,89,90,106
33,89,1909,98,98,105
34,59,3586,98,103,101
35,34,4720,98,103,102
44,33,5118,92,95,105
34,69,1760,93,102,105
34,95,1188,91,101,106
36,95,2251,98,100,107
40,65,2518,93,97,106
31,84,2076,104,105,102
38,37,4026,98,101,106
35,97,1451,94,101,105
38,99,1833,94,98,109
39,86,1486,91,98,102
48,60,5131,93,103,103
42,73,2330,90,98,108
42,72,1730,89,96,110
59,63,5680,89,98,110
42,53,1821,89,97,111
45,52,4342,93,103,105
41,95,925,85,95,112
58,97,3829,88,97,111
46,38,2375,86,95,115
63,81,5625,91,104,107
41,61,2003,90,103,108
44,54,2214,88,99,112
53,100,3496,88,101,110
38,82,1389,91,105,108
46,24,5838,90,104,109
52,78,4469,91,108,106
43,35,3089,90,105,110
41,81,1926,90,105,111
56,32,7073,86,100,115
40,77,2063,91,109,108
40,93,1182,88,103,113
41,81,1205,87,103,114
57,89,4190,89,106,111
41,77,1580,89,107,111
43,97,971,84,99,120
47,96,2298,86,104,115
46,43,2529,86,104,116
49,60,3948,89,110,111
62,53,6694,88,108,112
54,42,5456,87,106,116
44,85,1075,84,101,121
53,63,4154,87,108,114
45,61,2173,87,107,115
43,99,2239,90,113,111
48,27,4258,89,106,120
53,99,3115,87,108,117
40,88,1164,88,111,114
42,86,1894,89,114,112
43,55,1947,87,111,115
45,79,2595,89,114,112
41,99,1114,87,111,115
41,95,1562,90,112,118
55,88,3728,88,111,117
48,77,2160,86,107,122
44,89,1916,87,113,117
42,63,2011,90,116,116
45,75,2154,88,113,117
43,95,1560,89,112,120
54,84,3276,86,111,120
49,86,2689,87,114,117
48,90,2453,87,115,117
59,93,4472,92,119,117
48,42,3807,88,117,116
60,65,5398,89,117,119
44,93,861,83,109,122
50,95,2248,84,111,122
55,26,6757,85,114,122
40,97,1021,87,118,117
59,80,3696,84,112,124
50,96,2546,88,115,123
51,90,3095,90,118,121
54,99,3072,86,117,120
48,71,3324,89,124,115
54,78,3062,85,113,126
57,98,2722,82,109,130
48,86,2072,85,116,123
69,61,6730,91,117,128
57,40,7435,91,126,117
45,96,1318,84,116,124
52,49,2633,83,112,130
41,89,1167,88,124,119
68,84,4121,81,110,132
55,48,4799,86,119,125
54,73,2817,84,118,121
72,99,4893,87,124,121
44,78,1368,85,122,122
56,87,3460,86,122,122
62,64,4860,85,131,114
0,7,7500,7,108,107
7,7,3575,72,103,117
3,27,7068,19,86,110
1,45,1938,119,103,101
3,32,7472,122,106,110
5,57,423,87,86,110
2,88,1997,111,99,107
3,38,6185,141,97,112
4,66,435,54,90,105
3,35,5190,81,90,103
7,15,1405,67,92,108
3,64,6396,108,101,113
2,43,5708,136,105,104
4,48,4588,85,93,107
7,32,902,58,103,112
6,11,7117,77,95,105
6,21,6967,76,97,110
1,74,7304,160,103,102
3,100,3669,124,95,102
5,31,6312,87,98,105
7,42,2247,105,102,109
8,33,1931,75,91,106
4,41,5484,126,100,104
3,92,4372,92,103,102
8,39,1981,83,93,107
9,41,1250,76,91,105
7,73,1020,82,101,104
9,12,4934,80,97,105
8,81,1382,88,92,105
8,96,641,79,97,105
7,27,7307,93,94,108
9,16,5632,83,99,105
8,86,1509,90,93,106
8,44,3342,101,94,106
8,47,3663,99,98,108
8,43,4151,111,92,106
10,68,1253,86,95,104
9,100,1010,89,97,105
12,25,2225,80,94,107
11,58,1393,86,98,106
7,60,4441,106,93,102
6,54,6815,132,96,106
10,44,2320,94,100,104
12,21,5770,99,94,107
12,11,7354,89,98,106
12,60,1761,93,94,107
7,80,3495,123,97,101
12,46,2289,89,95,104
11,87,1342,97,94,106
11,23,5881,102,101,104
11,58,2249,102,101,106
13,16,7500,90,97,106
18,27,1932,78,90,111
12,56,2923,98,91,107
13,56,2397,94,94,108
14,34,3828,87,97,107
14,68,1215,85,98,106
13,22,5500,99,100,104
15,26,3902,91,93,103
16,20,4214,87,95,105
17,12,7477,88,97,109
14,38,3113,99,100,105
15,26,5435,94,92,107
13,80,2117,99,93,106
16,16,6609,91,99,108
12,60,3944,107,92,104
14,99,1363,94,99,107
13,65,3278,102,93,105
16,22,5757,93,101,108
19,46,1693,85,94,107
16,28,5326,93,95,105
17,30,4520,96,93,104
18,48,2552,95,93,108
23,46,1301,79,88,110
16,43,4163,101,92,106
17,62,2316,95,90,105
17,22,6616,100,95,105
18,57,1906,91,96,105
19,83,1207,91,91,108
10,85,4835,111,93,103
15,51,4284,96,94,103
15,70,2854,104,97,104
22,26,3309,87,98,109
17,27,5699,103,100,104
17,45,4210,99,95,104
21,96,910,86,93,107
20,24,4511,93,103,107
19,22,6688,94,98,103
21,97,1032,88,92,104
18,67,2284,103,95,106
18,24,7213,102,98,104
20,40,3002,93,103,105
14,63,4566,122,97,102
17,77,2831,100,95,104
19,89,1291,92,104,104
14,48,6555,106,99,105
19,96,1997,97,90,107
17,93,2221,104,99,106
22,75,1155,86,105,107
17,76,2938,102,98,104
14,99,5272,92,91,102
19,66,3088,94,93,102
24,93,999,86,96,109
24,46,2374,94,97,107
17,89,2706,104,99,103
15,100,3207,95,98,103
17,95,2800,104,96,104
17,79,3842,101,92,103
22,88,1902,95,93,109
18,79,3346,92,100,105
22,68,2783,94,91,104
22,55,2579,100,100,105
16,82,3123,114,102,104
24,95,1395,94,94,110
27,50,1820,88,99,106
21,100,6954,121,92,110
25,98,973,87,102,106
25,25,6568,98,94,104
19,71,6273,116,90,103
17,100,6218,111,97,102
22,95,1644,102,102,101
18,100,5585,107,98,104
19,62,4596,94,99,107
19,82,7328,122,96,104
24,99,1845,90,93,108
28,90,1185,90,96,104
18,97,5333,120,96,102
24,84,2111,100,97,108
24,98,1632,94,101,105
23,99,4640,109,96,107
21,94,4820,107,99,104
24,100,3067,105,91,111
28,89,6986,130,97,103
28,90,1386,93,94,109
28,46,6415,115,90,103
28,86,6274,123,96,103
24,95,2309,93,96,102
32,94,3357,110,88,104
29,98,1820,100,87,106
29,86,1491,94,97,106
24,64,4211,118,95,104
30,65,3634,97,93,105
24,100,4924,118,102,106
27,81,1960,92,100,104
29,62,5097,111,96,102
25,99,2387,105,96,104
25,97,2365,98,99,105
28,66,3751,111,96,103
28,95,3025,109,97,103
59,70,7405,92,93,112
41,48,5889,98,92,103
31,88,1329,92,101,107
31,78,3253,102,98,102
41,64,6143,101,98,105
31,99,2140,100,96,103
29,82,2285,103,98,105
36,98,4334,107,101,106
27,80,3162,106,104,104
29,84,2673,96,104,102
36,86,1224,90,93,107
35,99,1097,90,95,103
32,74,2567,96,100,105
31,44,4123,108,101,103
34,81,2395,100,99,101
46,84,3990,95,96,105
40,62,3146,96,96,103
45,91,3661,95,97,104
47,48,5998,97,96,109
35,89,1811,99,97,107
51,34,7430,91,95,105
39,85,2300,94,98,105
37,95,1289,93,95,106
37,91,1389,91,97,105
38,89,1467,91,96,106
35,100,1620,95,102,103
38,94,1127,89,95,109
37,98,1188,91,97,107
43,99,2253,90,97,108
40,94,1921,91,100,103
43,90,1941,88,96,111
54,55,6178,93,101,106
39,97,2012,91,102,106
39,55,4075,99,107,107
43,60,2282,89,99,110
38,99,1293,91,99,112
43,55,4635,98,106,109
38,81,1592,91,104,107
53,57,3418,85,95,111
43,80,2070,89,100,113
53,46,6818,93,107,108
40,98,1267,88,100,113
35,99,1252,92,108,106
39,76,1367,89,104,110
50,55,3889,88,102,112
40,97,1269,89,102,113
45,57,2090,87,100,115
39,100,1658,91,108,108
46,80,2642,88,104,112
40,99,1269,88,104,112
39,99,963,87,105,112
47,48,4502,91,109,110
49,62,2460,85,100,118
47,24,4230,87,104,115
41,86,1165,87,104,116
45,87,2756,90,111,110
47,46,3142,88,106,116
51,36,4434,86,104,116
41,96,1297,87,108,114
42,61,1545,87,108,114
42,94,1859,89,111,113
46,96,2316,87,109,114
51,38,4646,87,109,114
67,59,6725,87,110,115
53,73,2970,84,103,121
44,89,2062,87,111,115
49,75,3145,88,111,115
51,68,3493,87,111,115
47,97,2603,88,113,113
51,34,6438,90,115,115
42,80,2032,90,115,115
52,59,3527,87,108,121
46,61,2142,87,112,117
46,89,2393,88,115,115
44,75,3097,91,123,109
55,28,7071,87,111,120
47,80,2174,86,112,119
49,80,2261,85,109,122
50,67,3174,87,115,117
59,49,7306,91,123,112
56,58,5093,89,117,117
48,78,2005,84,111,122
47,35,4575,92,117,120
43,96,1991,91,118,119
51,79,3531,89,120,115
48,78,3653,93,126,113
48,98,1076,81,105,130
59,85,3749,84,114,122
53,100,3100,88,116,123
46,47,3965,91,128,111
61,91,4182,86,119,119
53,32,4804,85,115,123
49,62,3191,87,121,117
52,27,6897,88,123,118
47,73,2639,89,121,120
49,94,3187,91,127,116
60,62,5935,90,128,113
53,83,2542,83,113,128
73,66,5329,81,108,134
46,80,1806,86,118,124
55,43,5384,86,123,119
47,96,1298,85,111,136
48,83,2807,87,126,119
63,73,5368,88,129,116
72,63,6438,85,121,125
50,75,3309,88,128,118
0,100,14,273,99,104
2,87,218,45,101,103
1,97,2818,85,97,102
4,76,204,60,94,107
1,89,4470,155,101,101
3,35,4455,73,99,106
5,15,1256,85,94,109
2,72,3433,140,103,109
2,40,6592,78,94,104
6,23,2614,84,101,108
1,83,7482,90,81,101
5,9,5771,67,100,105
6,14,3579,59,93,108
4,34,3702,84,95,103
4,31,6738,85,93,103
5,13,6108,86,95,103
5,60,1305,79,103,106
4,27,5687,105,94,104
7,73,527,69,87,106
7,51,1269,81,92,106
4,56,5446,125,92,107
4,57,6673,89,97,104
6,37,3607,85,98,104
8,66,880,74,95,106
9,29,1817,74,93,106
10,25,1917,74,92,109
8,14,7100,92,95,107
8,14,6135,79,95,104
8,86,1008,91,94,106
8,60,2050,91,95,105
8,69,1883,97,92,107
8,51,2764,97,94,106
7,52,3889,101,89,104
8,95,1008,84,101,104
8,57,2443,93,94,104
9,27,4981,100,93,106
10,32,2291,83,98,104
12,23,2860,82,94,105
7,54,4945,98,96,103
8,51,3866,100,99,105
13,17,3586,82,96,107
11,19,4750,86,98,105
11,34,3794,94,95,106
8,71,3785,96,97,104
12,14,6599,93,102,106
12,38,2929,91,93,105
13,39,2168,88,95,105
11,28,4727,93,94,104
11,59,2525,98,99,108
11,61,2323,108,92,106
12,27,4383,92,99,102
12,48,2749,92,94,105
11,30,4729,105,100,104
12,38,4601,97,93,108
15,84,913,83,90,106
12,24,6061,103,97,104
13,36,3169,98,101,106
17,20,3620,80,96,111
15,27,3408,89,101,105
15,74,1307,89,94,106
14,23,6567,102,93,105
15,62,1685,91,99,107
16,34,2704,88,98,105
13,46,3415,102,96,104
14,81,1609,91,100,106
12,91,2368,95,95,103
14,35,5084,94,94,104
14,58,2413,92,102,103
17,19,6839,98,93,106
15,35,3759,95,104,106
13,64,2741,96,102,106
18,47,2422,100,93,109
16,45,2832,99,100,107
12,94,2561,109,98,104
12,69,4033,98,97,101
13,69,3461,99,97,104
18,40,2818,93,97,106
13,63,4393,102,94,104
19,44,3281,98,89,108
16,46,3317,104,99,103
15,79,2450,100,95,105
11,93,4195,114,93,104
16,51,2989,104,100,105
21,84,1081,85,92,108
15,43,4381,101,103,105
21,82,1268,89,91,105
17,73,2494,100,96,105
20,25,5399,98,98,105
17,30,6461,112,97,106
13,69,4949,96,101,104
18,86,1828,95,97,105
19,60,2931,103,91,104
17,96,1759,94,104,104
12,99,3304,117,99,101
22,54,2130,90,98,109
17,70,3144,97,95,102
15,80,3773,95,94,103
24,53,2435,97,87,102
25,77,963,82,95,110
20,92,1574,93,98,105
19,28,6395,107,103,106
20,86,1604,97,100,102
25,92,993,86,91,107
20,87,2000,98,94,107
18,93,2346,101,97,104
17,80,3008,101,100,105
15,94,5465,92,97,107
19,79,2412,97,99,101
20,72,2965,101,93,105
17,87,6053,93,98,106
29,86,7500,100,90,106
18,100,2447,100,95,104
23,28,6024,110,94,105
22,100,1357,97,99,105
20,92,2160,100,97,105
16,84,6654,99,101,105
18,93,6608,111,95,103
21,100,2059,95,95,103
24,97,1357,95,97,106
23,31,5397,93,103,109
23,88,1721,95,101,106
24,99,1594,94,95,103
17,94,5516,122,93,102
20,96,6411,121,95,103
25,90,1403,94,100,103
19,95,4343,106,97,102
19,70,7030,104,102,104
27,99,1398,94,90,105
24,71,2806,101,95,101
30,97,6149,110,96,101
20,89,6242,128,98,102
21,83,5712,116,98,103
23,100,1970,99,98,106
22,53,7013,120,96,105
26,94,3522,110,92,103
21,82,2910,95,107,106
19,92,6743,126,105,103
25,83,6038,121,99,103
19,68,6634,131,101,104
26,96,4247,118,96,105
28,92,3311,95,97,102
32,89,1240,91,93,105
30,97,1032,88,100,107
25,95,2374,98,97,104
27,80,1823,95,103,106
25,94,3188,108,99,109
27,79,3647,111,97,105
25,97,2890,107,100,103
26,99,2320,101,99,104
30,41,6379,114,98,102
46,95,6121,114,99,104
31,41,5197,112,96,105
29,94,2346,99,97,107
27,83,3023,114,99,104
36,88,1096,88,92,108
30,100,1828,102,96,103
31,77,2673,108,96,109
40,54,1775,88,89,112
34,47,3845,105,96,104
31,44,3426,94,102,113
32,100,1931,100,97,105
48,46,7498,94,99,101
39,40,4567,97,96,104
25,73,3663,120,107,109
32,100,2410,103,101,104
38,95,1229,91,91,107
37,28,7351,106,100,110
41,81,3141,94,97,104
39,92,2322,95,96,107
35,86,1686,95,98,106
37,85,1820,93,98,103
37,100,2111,94,100,104
47,50,5233,95,98,107
37,98,1708,94,98,106
36,99,1185,91,98,107
37,92,1918,94,100,109
39,89,1099,88,95,109
40,96,1461,90,96,105
37,99,1035,89,99,108
55,52,7229,96,102,106
41,95,2561,92,103,105
36,97,1369,93,102,104
38,97,1502,90,101,110
44,21,5121,90,101,108
54,71,5329,95,102,112
50,58,4240,89,100,109
50,86,3001,87,97,114
52,41,5605,89,100,112
44,54,2982,91,103,108
54,97,3600,88,101,109
45,47,2739,88,100,112
39,81,1614,90,105,108
50,39,6866,94,108,108
56,78,3591,85,97,116
39,100,1007,87,102,111
39,100,1012,88,105,109
43,100,1372,85,100,116
48,61,4169,92,107,112
41,63,2290,91,108,110
51,65,4038,88,106,112
56,54,5248,88,105,114
39,99,1035,88,107,111
40,88,1686,90,110,110
48,26,5639,88,106,114
56,40,6719,88,107,113
50,92,2643,86,103,117
46,49,3846,90,111,111
42,74,1246,87,106,116
57,50,5559,87,107,117
56,60,4474,86,106,116
44,97,1011,83,101,122
41,92,1412,87,109,116
55,79,3659,86,107,116
64,75,5610,89,113,112
58,99,3842,87,110,116
45,42,2677,87,111,116
45,83,2345,89,112,114
47,34,4367,89,113,116
58,70,4086,85,107,120
54,36,7431,92,116,115
47,70,2606,87,112,116
62,60,5883,88,113,116
52,28,6334,87,113,118
55,83,2454,82,101,129
48,70,3051,88,116,115
47,85,1797,85,109,122
51,32,4105,85,110,122
43,59,2843,94,119,117
44,97,2014,88,118,114
58,70,3662,84,108,125
56,77,3562,85,112,122
71,73,5715,85,113,120
44,96,1458,86,115,119
45,69,1760,86,115,120
58,98,4321,94,121,119
54,87,3376,86,117,119
54,63,4318,88,121,115
49,60,3721,90,121,119
53,81,3120,86,117,120
59,64,5001,88,119,120
59,86,3602,85,114,125
63,34,7460,84,112,128
54,87,2471,83,111,128
45,92,2068,88,122,119
54,71,3393,86,116,125
47,88,2170,87,120,121
70,58,7268,90,126,116
73,52,6572,82,111,131
52,93,2679,85,118,126
50,25,5542,89,120,126
65,74,5205,87,122,123
51,97,2964,87,124,121
55,71,3487,85,120,124
56,81,3787,88,127,115
69,49,6433,84,117,125
0,96,12,8,101,102
4,52,377,73,116,108
3,50,856,39,87,104
2,59,603,91,95,102
4,15,3897,82,101,110
5,9,5193,83,101,105
1,46,3909,106,101,102
5,100,593,59,97,110
5,20,3578,95,88,104
3,24,3144,85,105,102
3,42,5198,96,97,103
3,25,6763,128,95,103
6,28,2111,64,93,106
3,58,4624,94,90,101
6,17,3156,68,104,108
6,19,4171,97,93,106
5,68,2945,78,92,106
5,41,3985,86,90,106
6,18,4703,106,99,108
4,40,6381,132,99,106
7,28,4156,100,91,107
8,16,2713,77,98,106
7,52,1786,81,95,107
7,22,6809,82,95,107
8,52,1152,84,101,106
11,43,953,77,89,111
8,33,1611,73,102,106
7,15,7500,104,97,102
9,52,1261,79,97,106
7,24,4646,91,99,103
7,52,3778,100,95,105
7,33,6125,90,98,105
9,59,1739,85,94,104
6,63,6256,90,94,106
8,50,4430,90,94,106
9,96,992,91,98,106
8,93,992,87,107,105
10,88,1206,92,89,104
12,44,2241,89,92,110
10,24,6277,95,93,104
11,50,1785,86,95,104
8,52,3175,107,103,105
10,30,4777,100,102,108
9,65,3165,100,95,105
11,23,5295,98,96,105
12,67,1220,85,95,106
13,42,1961,86,95,107
13,15,6242,89,98,106
12,51,1980,88,100,106
11,46,3055,105,102,106
12,71,2188,101,89,106
16,68,1122,81,86,109
13,80,1426,90,93,108
13,17,7026,97,98,104
12,32,3883,99,103,106
13,70,1917,99,95,107
15,34,3121,96,91,107
14,91,1050,87,96,105
14,68,1593,90,95,104
11,39,5121,92,99,102
15,55,1693,89,98,104
13,52,3153,100,90,103
16,40,2795,98,91,108
14,66,2078,99,97,104
13,60,3041,96,96,104
15,45,3766,100,91,109
16,73,1732,87,93,108
16,78,1315,90,97,106
16,72,1837,97,92,107
17,71,1360,87,92,105
15,38,4647,101,93,104
17,26,4870,97,98,106
