invert,sepia,saturate,hue-rotate,brightness,contrast
18,59,2087,95,96,107
18,33,3848,102,97,106
18,65,2146,90,96,106
15,100,2338,120,89,107
17,61,2695,98,97,106
9,100,6786,92,92,103
20,36,2833,91,101,109
15,64,3638,103,97,104
19,32,4145,94,99,102
17,73,2325,101,99,105
20,47,3049,104,92,107
17,69,2942,99,96,106
16,57,3746,99,103,110
20,81,1522,94,96,107
20,53,2981,90,96,106
20,25,6657,103,97,106
22,96,1319,94,88,105
14,100,4089,92,92,105
17,95,2505,98,96,103
23,24,6044,104,91,103
22,75,1561,93,96,105
23,38,3347,94,97,106
21,53,3234,109,92,105
17,94,2456,106,98,105
21,99,1614,93,96,105
16,66,4722,97,95,106
24,85,1359,89,95,107
16,100,4910,91,96,105
22,90,2008,100,88,106
21,81,1930,97,98,106
16,69,4291,107,102,102
16,100,6961,113,93,105
15,100,3476,93,101,103
20,93,2158,101,96,104
16,100,6299,119,92,104
17,89,4657,96,96,105
28,80,1088,86,95,107
29,80,7241,113,88,105
24,95,1645,104,92,105
17,100,3665,101,94,100
21,78,6430,117,91,103
23,67,6001,90,99,107
23,55,3910,101,93,103
27,61,2085,98,94,104
30,58,1613,88,94,106
28,75,3576,102,84,105
19,80,5534,105,99,103
24,86,2085,100,93,108
21,99,2085,104,99,101
19,77,7393,116,102,106
24,93,6971,117,101,103
24,98,1587,100,101,104
22,75,5534,119,96,103
26,100,4639,106,97,106
23,95,3335,110,94,104
25,64,6225,118,95,105
26,100,2485,100,92,109
27,100,1605,94,94,106
31,35,7500,90,98,107
24,61,4347,108,97,106
26,96,2867,107,94,105
26,97,1587,96,102,102
20,74,4397,118,102,101
29,96,1541,92,95,109
27,92,2815,104,95,108
31,51,5430,111,95,104
25,89,3404,106,100,110
25,100,2144,101,97,107
30,93,2378,100,95,103
30,90,2766,110,94,106
33,98,2555,100,93,102
32,92,3007,100,96,105
32,96,1325,92,95,104
36,100,1023,88,90,111
29,93,2573,105,98,102
38,83,4180,105,96,103
32,96,2243,103,96,105
33,96,2553,104,95,106
35,78,1963,98,92,105
32,99,1321,92,98,105
35,84,4602,111,103,103
40,87,2925,92,94,109
36,90,1259,91,93,106
28,93,1994,97,104,107
40,89,2191,92,93,105
32,99,1747,102,98,110
35,68,1970,97,98,103
37,91,1252,91,93,105
34,83,2295,93,104,101
32,99,1863,103,102,103
36,92,1629,95,96,108
44,76,4475,99,103,102
38,50,3159,99,100,106
37,100,1157,91,96,107
40,50,3507,94,101,106
33,98,1676,99,103,104
38,89,1197,88,98,106
39,64,1803,91,99,107
41,85,3219,97,103,107
50,63,5616,94,105,104
40,95,1948,91,100,104
51,48,3656,86,93,114
37,98,1292,91,101,108
38,97,1058,89,101,108
41,100,1651,88,98,112
44,32,2918,88,99,108
43,67,2464,90,102,108
48,58,3821,89,101,111
40,76,1905,90,104,106
42,92,1099,86,97,115
40,94,1415,89,102,110
40,66,2817,95,107,112
45,93,2117,87,101,113
42,98,1705,89,103,112
51,90,3661,90,106,109
54,25,7223,87,100,115
54,79,3488,86,100,117
41,96,1360,88,104,112
49,72,2910,86,102,114
51,72,4582,93,110,111
36,96,1299,91,112,106
49,39,4099,87,104,115
61,100,4300,89,107,112
54,90,3252,87,104,114
54,26,7404,87,104,116
63,61,6355,88,110,113
48,93,2428,86,105,116
54,53,5683,90,113,108
44,37,2795,89,108,115
48,83,2382,86,106,117
52,86,3013,85,106,118
44,30,5442,93,116,111
44,100,1581,85,106,118
44,92,2544,90,116,109
41,94,1440,88,112,113
43,95,1513,87,109,118
45,51,2154,87,111,115
52,55,4475,88,113,114
41,87,1486,88,114,114
45,99,1839,87,110,118
53,30,5966,87,109,120
54,78,3698,87,112,118
44,82,2100,88,116,115
49,58,3576,88,115,115
44,96,2012,88,115,118
46,52,1655,85,109,122
44,95,1336,85,110,122
44,90,2310,91,117,119
44,93,2057,88,118,116
66,68,5479,88,112,123
65,52,6599,86,114,121
51,32,5280,87,117,117
75,64,7470,92,120,118
56,88,3608,87,115,120
70,77,6020,90,120,117
57,78,4578,89,122,115
74,64,6645,85,116,120
51,98,2644,86,117,119
57,93,2748,82,107,130
62,87,3529,83,109,130
44,92,1184,87,114,127
60,90,3699,85,113,127
47,21,4523,88,121,119
72,74,6254,89,125,115
61,67,5190,88,120,122
62,80,4414,86,119,122
45,94,1968,89,121,123
50,76,2223,85,115,127
50,56,1379,83,108,137
50,68,3352,87,124,121
50,93,2114,84,117,127
49,39,2685,85,117,129
59,62,5018,86,122,124
51,94,2968,87,124,122
51,64,3633,87,126,122
0,80,7459,82,73,92
7,7,7485,20,92,115
3,33,6766,123,89,108
2,25,4727,70,90,104
2,22,4371,119,99,103
5,63,302,61,102,112
2,27,5730,100,97,101
2,47,5050,114,93,101
4,23,4270,74,86,105
10,36,412,72,94,119
6,64,679,60,92,111
5,54,1148,83,99,110
6,35,2715,87,100,102
9,9,2455,75,105,117
5,34,1365,79,96,105
7,15,2807,57,92,108
7,48,1142,68,97,109
4,48,3516,116,96,103
7,23,1812,70,98,106
6,22,4921,85,101,106
4,76,2576,95,100,102
5,63,1726,95,98,103
8,48,1103,72,95,107
8,89,517,72,92,105
7,47,1477,82,95,104
8,73,850,75,94,107
6,65,3304,112,94,107
6,31,5295,92,98,104
9,20,3435,81,92,104
8,80,1460,89,92,104
7,21,6510,100,100,105
10,28,2900,80,98,107
10,26,3576,91,91,106
7,37,5318,116,92,105
8,87,1647,92,96,106
10,24,4279,92,96,107
12,20,3480,78,95,108
11,18,5543,84,93,106
8,44,5180,91,101,106
12,42,1482,79,102,110
10,23,5391,96,99,103
10,42,2899,98,99,105
10,35,3193,98,100,105
12,40,2571,90,94,107
13,31,2972,92,91,105
9,37,6462,119,93,108
13,35,2432,88,93,104
12,23,4162,91,99,105
12,60,2119,97,87,105
14,51,1669,83,95,107
15,20,5032,89,92,109
12,24,5064,93,101,103
13,47,2775,96,95,106
10,35,5733,113,96,102
11,71,2174,106,96,105
15,19,4318,90,96,107
14,18,6498,98,94,106
12,77,2070,102,95,103
14,45,2939,97,99,110
15,35,2911,90,98,107
16,29,3391,92,92,105
11,79,2558,102,100,104
14,20,6368,94,101,106
13,85,2154,99,93,105
16,23,4633,94,95,105
12,68,2792,97,99,105
16,29,3565,93,99,103
16,17,7295,93,99,105
17,70,1674,92,93,110
15,47,2611,97,99,103
16,27,4523,92,103,106
21,15,6088,89,92,110
14,41,4057,105,99,104
15,95,1717,99,94,104
18,52,2184,90,96,111
20,22,5174,94,90,106
16,61,3192,98,92,107
13,69,3196,112,96,105
17,48,3312,102,92,105
14,92,1854,93,103,103
18,38,3845,95,93,103
18,96,1110,90,96,104
17,39,4973,99,92,102
15,36,5432,107,98,103
14,71,3360,105,101,105
12,61,5478,104,97,103
16,60,3387,102,94,105
17,45,4519,104,95,106
20,52,2403,96,96,105
16,64,3186,100,100,104
19,86,1809,98,93,107
16,54,4365,108,96,104
22,21,5910,96,94,105
18,61,2822,99,98,106
20,61,2026,91,101,106
23,81,1351,90,91,105
19,99,2098,101,86,109
21,73,1844,93,96,105
18,92,1968,98,95,102
22,78,1350,91,97,107
18,100,2302,101,92,105
20,41,3720,106,101,104
15,79,4088,109,95,102
22,55,2561,101,97,104
17,47,6535,91,97,107
23,78,1593,97,96,106
18,69,3548,104,97,107
18,50,5413,95,98,102
23,83,1424,92,97,103
23,64,2280,101,94,109
18,50,5263,106,95,105
19,99,2304,94,96,105
20,87,2568,96,95,104
24,58,2180,97,99,108
19,38,6984,96,101,107
26,37,3596,97,95,101
24,58,2098,97,102,109
18,100,5485,104,96,106
22,83,2259,100,94,103
13,97,4494,121,99,109
18,98,7017,128,95,105
18,95,4776,106,95,103
21,97,2018,111,97,104
24,99,1671,102,93,102
24,76,2211,93,98,104
23,83,2941,90,93,106
28,97,4596,91,97,102
26,41,3400,101,102,109
36,79,6255,95,93,104
27,88,3037,95,89,104
21,56,7500,98,104,108
26,78,1766,94,100,107
24,77,7276,123,98,102
23,82,4095,90,103,108
27,87,5591,118,95,102
27,82,1893,100,96,104
26,95,1517,95,100,105
21,100,4166,115,100,105
25,99,2394,98,95,104
27,100,1592,98,93,107
28,55,5939,116,95,103
24,66,5626,120,99,104
28,65,3565,105,94,103
26,100,2570,110,94,105
26,90,4320,122,98,107
27,42,7494,119,99,102
27,67,3144,112,95,103
31,95,1884,98,90,107
31,77,4871,115,98,102
27,96,2125,102,96,109
34,36,6745,111,94,105
30,61,3494,107,97,102
29,69,2404,94,101,101
30,98,1730,101,94,104
38,62,4018,103,92,107
33,79,4048,105,100,103
28,94,3845,116,104,105
32,85,1372,92,102,105
35,24,6071,98,97,103
35,66,2445,99,95,103
36,90,1035,87,96,109
36,68,3552,102,98,103
37,75,1377,90,95,105
36,29,5686,99,100,103
41,87,1679,89,89,107
34,93,1281,92,98,103
35,91,1297,91,96,103
31,85,1783,97,103,104
38,87,2121,91,96,108
36,85,2437,98,100,102
31,90,1696,95,105,101
35,95,1594,95,99,102
38,95,1041,88,96,110
38,96,2184,94,100,106
36,100,2129,100,100,111
42,82,3452,96,102,105
38,98,1005,88,96,109
47,39,7498,98,103,108
42,23,5814,94,100,109
50,64,6200,98,107,103
44,76,2670,91,98,111
40,96,1986,93,100,107
41,67,2236,91,101,107
42,31,5741,96,106,105
43,97,1730,87,96,114
40,95,1019,87,98,109
51,28,7498,90,100,111
49,39,4715,88,100,110
44,99,2354,91,102,108
38,92,2115,93,110,103
41,99,1671,89,102,108
45,29,6724,92,108,107
41,69,2175,91,105,108
46,51,2878,88,102,112
46,84,2764,90,104,110
50,58,4263,89,105,110
51,31,7386,90,107,109
40,93,1167,88,104,111
51,98,3683,91,110,108
59,58,6129,90,108,109
51,80,3742,89,108,111
45,62,2096,87,104,116
60,57,6080,89,107,113
51,73,3393,87,106,114
57,75,5144,93,110,114
45,22,5512,89,110,112
49,72,3286,88,108,112
46,48,3151,88,108,113
44,79,1907,87,107,115
41,63,2033,89,113,111
43,99,2031,88,110,114
62,91,4404,87,108,115
60,74,4956,92,107,123
45,32,2947,88,111,115
43,88,1385,86,107,118
43,100,2050,90,113,115
47,89,2147,86,107,120
63,47,6645,85,108,119
51,37,4999,89,110,119
48,98,2548,87,112,116
44,99,2487,90,118,111
50,53,3802,87,113,116
47,55,2798,87,113,117
55,58,5801,92,121,111
62,68,5265,88,112,120
45,77,2702,89,120,111
51,76,3931,89,120,112
43,77,1366,86,112,120
49,93,1514,82,104,128
56,86,3155,84,109,123
53,59,4692,89,121,113
44,86,1288,86,113,121
51,83,2497,86,110,127
46,94,1901,87,114,122
50,83,3112,89,118,119
57,63,4865,87,119,118
59,59,5660,88,122,115
67,74,6089,90,126,112
72,59,6914,85,117,121
45,99,1593,87,115,125
52,99,2685,85,117,121
50,65,3007,87,117,124
72,60,7265,88,124,117
59,46,6426,89,120,122
62,88,4404,86,121,119
52,86,3164,86,123,118
43,89,1166,85,118,123
46,96,881,83,109,135
51,27,5790,88,122,122
55,93,3686,89,126,118
61,46,5964,85,118,126
65,82,5140,89,126,120
72,61,6306,84,118,126
60,30,6858,82,118,127
54,100,3063,86,124,121
0,99,26,73,102,100
2,70,7453,41,108,116
8,3,3793,17,102,117
1,61,3978,78,96,101
1,96,4713,145,104,102
5,7,6758,66,83,106
5,10,7497,53,96,109
3,8,4782,91,114,119
2,90,3351,82,85,102
4,32,7022,80,94,108
6,35,894,66,94,109
3,85,2352,74,96,106
4,13,5740,50,100,106
2,78,4307,138,85,103
5,11,7126,96,97,105
5,86,887,95,94,107
6,65,729,73,96,106
6,16,5392,82,96,107
6,29,5329,76,96,109
8,44,927,56,99,109
6,63,1386,101,95,106
7,13,7500,96,100,109
4,75,6299,87,95,105
6,63,2878,85,98,108
7,17,6730,95,93,105
6,93,1536,97,95,105
8,33,2298,88,97,105
5,42,5810,99,97,104
8,59,1068,77,97,105
8,71,1252,88,97,105
8,76,1934,95,91,105
7,65,2484,95,95,105
10,44,1894,82,92,107
9,93,1277,100,93,109
7,49,3971,92,97,104
9,75,1444,92,95,105
8,49,3814,95,98,104
11,69,864,77,94,107
9,64,2520,106,93,106
8,86,1889,99,98,105
8,60,2470,101,104,105
11,31,3487,94,92,105
15,14,4420,82,88,107
7,54,4885,111,103,106
12,21,5151,90,95,105
11,26,4845,90,100,108
11,27,3814,95,102,105
11,44,3440,101,93,105
12,50,2226,91,95,104
12,24,5130,94,96,105
13,18,6121,91,94,106
12,31,4223,97,102,105
12,81,1426,94,95,104
15,14,6767,88,98,107
14,17,6940,93,94,105
10,58,3544,109,97,102
13,40,2829,94,103,105
14,81,1520,89,90,107
14,93,1189,92,91,105
17,40,2076,88,93,106
13,74,2370,111,90,107
15,36,4056,102,91,106
14,49,2712,97,96,104
13,38,4718,98,99,104
12,65,3091,101,94,105
17,27,4949,95,87,105
15,26,5880,96,96,106
16,34,2993,93,105,108
15,51,3007,99,96,108
13,46,4193,105,95,104
15,22,7022,97,101,107
13,76,2534,102,102,105
17,37,3149,96,96,105
16,97,1567,98,90,108
16,68,2055,97,95,106
19,24,4255,91,98,105
14,58,3615,102,95,106
16,29,5944,102,100,107
15,76,2383,110,93,101
17,48,2843,93,98,102
11,87,4064,101,98,104
17,77,1593,97,103,107
15,61,3062,99,99,104
12,49,6768,101,99,102
15,75,3123,100,94,104
20,69,1400,88,99,105
17,55,3225,97,96,103
18,33,5588,110,91,104
13,83,5176,92,90,102
14,86,2955,117,96,102
17,100,1469,97,99,104
13,77,4539,98,95,105
19,31,5584,95,99,104
19,72,2277,106,94,108
17,75,2520,101,98,108
18,70,2552,99,99,102
18,63,3394,94,93,103
15,99,2792,106,95,102
13,76,4880,110,95,104
16,52,5297,105,95,105
22,31,4485,95,99,104
18,62,3255,98,100,103
20,100,1902,97,92,106
20,92,1567,95,99,104
21,98,1484,99,97,106
16,100,6878,108,91,104
19,76,2641,99,99,107
11,96,7499,102,99,101
23,99,1324,93,93,102
22,100,6855,104,92,104
24,95,1366,95,92,107
18,95,2928,99,95,105
22,76,2437,97,92,103
21,72,3305,96,91,102
19,93,2237,100,102,107
21,70,5837,92,95,105
22,69,2800,92,96,108
22,86,5909,93,98,101
19,82,2562,99,106,104
28,28,3526,90,100,106
21,93,4838,106,92,105
21,96,2248,102,96,107
28,88,1449,94,88,105
17,100,5708,108,101,105
19,97,2414,103,103,104
25,99,2417,102,85,105
15,99,7235,128,101,105
22,99,3371,100,93,103
29,99,986,87,95,108
22,62,3302,102,100,107
22,99,5090,107,99,104
23,89,2414,111,94,101
22,100,3039,99,96,106
28,92,5006,114,94,105
24,97,3974,114,94,104
25,99,1934,95,93,101
31,88,1251,91,93,107
28,81,3207,98,92,110
30,76,4298,103,93,104
22,78,4774,111,101,104
30,98,3062,97,93,103
30,100,1038,89,100,107
30,92,1100,89,101,109
26,71,3365,97,99,104
32,97,4785,115,97,106
24,75,3824,105,101,104
23,87,4159,105,105,106
33,49,4383,100,93,106
35,84,3032,95,92,105
41,72,6506,114,96,105
31,77,3518,110,96,106
30,93,1766,95,94,104
25,63,4021,112,103,103
39,91,5251,114,99,104
45,85,7041,120,102,108
38,58,1611,88,93,107
31,78,4154,112,101,103
29,91,1868,93,101,107
37,77,3608,104,95,108
34,93,1164,90,98,106
32,85,1572,93,101,101
30,98,1701,102,98,106
28,100,2395,106,104,105
40,17,7390,92,96,103
39,55,2749,94,95,104
35,99,1285,92,94,106
38,79,2874,100,96,109
35,96,1142,90,98,106
41,37,3315,92,95,104
56,96,4382,92,96,102
35,89,1324,93,99,106
34,97,1946,97,102,102
37,100,1101,90,95,105
40,91,1557,90,94,108
35,99,1883,96,101,106
43,68,2829,89,97,110
40,100,2027,92,98,107
46,61,3573,90,98,107
42,70,2153,90,97,109
59,75,5836,95,101,108
39,99,1574,91,100,104
39,90,1623,90,100,107
38,60,3243,99,106,107
43,47,5453,98,106,106
43,98,1560,86,95,114
43,37,4193,92,103,106
39,93,1891,91,104,106
59,80,5514,94,106,106
39,94,1103,88,101,110
41,100,934,86,97,114
38,96,1451,92,104,110
38,96,1112,89,103,107
40,71,1752,90,106,108
49,71,4131,92,107,108
43,95,1569,87,101,113
39,97,1095,88,104,111
41,86,1202,87,101,115
38,92,1280,89,106,111
46,64,1235,84,98,118
41,92,1259,88,103,115
53,94,3360,88,104,114
39,75,1573,90,110,109
54,58,4994,89,108,112
40,90,1773,90,110,110
49,33,4138,87,104,117
59,89,4427,89,109,112
41,100,2173,91,114,110
43,68,2610,90,112,110
57,40,5732,85,104,118
56,91,3798,88,108,114
57,64,3773,83,102,119
49,71,2479,85,105,118
47,32,3154,86,108,116
50,72,3749,89,114,111
46,86,1982,86,108,117
46,77,1628,84,105,120
62,57,5747,87,109,117
47,96,1798,86,105,123
53,69,3803,87,111,116
48,94,2678,88,113,115
63,62,6047,88,115,113
43,99,1667,87,112,117
53,94,2934,86,109,120
48,95,2656,89,114,117
55,83,3200,84,109,122
46,95,1232,83,107,123
47,94,919,81,103,129
60,90,3609,84,108,123
52,85,2789,86,111,121
52,62,3790,87,116,117
51,30,4430,85,112,121
60,40,6770,85,114,120
53,35,5688,86,116,119
68,39,6870,81,105,129
53,72,4282,93,119,122
56,89,4120,90,122,115
57,39,5407,84,113,122
64,39,6561,84,109,129
47,99,1477,83,111,126
52,94,2554,87,111,130
72,71,5401,83,111,127
57,31,7273,86,119,120
60,97,3539,86,114,127
48,78,2316,87,117,125
55,89,3441,86,120,121
43,75,1491,88,121,121
60,73,4789,88,123,119
57,24,5262,82,107,137
58,72,4465,88,121,123
49,70,4152,91,133,113
45,78,2676,95,122,130
52,91,1996,83,114,126
42,74,1431,89,130,113
66,50,7306,84,128,115
64,79,4228,84,123,121
0,96,16,246,98,105
3,26,2708,59,102,108
3,33,2456,13,89,105
1,17,2461,82,102,101
3,29,4967,72,112,106
5,22,858,54,98,109
4,22,1650,76,96,107
5,78,1473,61,96,110
4,8,7492,72,102,106
3,35,2837,97,92,103
3,84,1086,86,99,102
3,58,1639,97,100,103
2,66,4856,116,86,103
5,100,706,94,96,106
6,10,5910,91,92,107
5,10,7197,82,93,104
4,54,4122,126,97,109
7,12,4811,85,94,106
4,26,6719,96,95,103
5,66,2292,93,96,105
5,75,2463,88,95,107
8,11,4943,80,96,105
5,45,3925,93,99,105
8,100,966,70,92,109
9,30,1347,73,93,107
5,99,2608,90,95,106
8,38,2170,95,99,106
9,84,676,84,95,109
8,56,1543,88,96,104
9,82,1377,91,88,109
7,40,3850,105,91,105
8,68,1929,93,94,105
10,22,4137,97,92,107
7,100,1509,93,98,105
8,76,2072,91,97,104
7,95,1739,88,100,105
9,21,5881,100,97,105
9,49,2927,86,99,105
10,18,6017,99,94,105
6,62,5977,92,99,105
9,34,4085,101,98,105
9,82,2123,93,95,105
11,55,1473,83,99,107
11,48,2726,99,89,106
11,67,1635,91,97,105
10,94,1437,97,97,105
11,52,1758,87,103,105
14,56,1018,78,99,107
9,72,2787,103,103,105
14,34,2758,87,92,105
11,28,6134,94,99,105
13,54,1672,86,100,107
11,55,2621,93,100,105
11,57,3272,100,90,101
16,41,2080,87,91,109
14,32,4127,95,94,106
13,49,2460,101,97,105
14,77,1450,96,95,106
12,97,1729,93,94,106
17,50,1443,83,95,108
12,45,3622,106,98,106
14,33,4372,92,95,105
10,92,2570,102,99,104
12,84,2444,97,92,104
14,64,2479,96,95,104
16,17,7029,95,97,107
13,87,2026,101,94,106
18,31,3125,88,95,106
15,61,2588,98,93,105
14,44,3643,99,96,102
17,86,1273,88,92,106
19,56,1486,86,93,107
14,52,3726,113,93,101
11,48,6004,117,95,103
16,95,1121,91,103,107
15,68,2188,96,100,106
15,73,2864,96,91,106
18,28,5201,98,94,106
16,59,2779,101,99,106
10,96,5446,91,96,105
14,65,3355,102,97,105
16,46,4466,98,95,107
19,21,6814,95,91,102
19,42,3714,96,90,107
15,65,3477,101,95,106
18,30,5076,103,97,107
16,32,6511,110,96,104
20,30,3642,95,99,105
10,99,5209,110,92,101
16,62,4197,101,92,105
19,77,1772,98,96,111
20,78,1434,93,99,106
23,46,1893,87,99,107
20,89,1241,89,102,107
25,90,864,83,89,110
22,98,1053,89,92,105
21,63,2550,97,91,104
10,91,6147,95,101,102
22,71,1739,94,96,105
11,90,4803,101,105,102
16,81,3176,103,100,106
18,85,2363,95,97,103
19,89,2420,103,89,108
15,95,2929,100,105,105
23,94,1501,94,91,104
19,29,7265,94,102,103
17,90,6905,99,93,102
17,96,2430,101,102,105
17,88,3159,101,94,103
22,57,2978,96,94,104
17,88,3481,95,96,105
24,99,1189,93,96,106
25,92,1020,87,98,107
12,88,7493,111,98,105
21,82,2377,99,95,104
23,63,2780,100,93,108
24,96,1434,93,96,105
17,99,4586,92,100,105
20,78,2510,103,101,103
21,94,2390,98,95,103
23,99,1582,95,98,101
21,90,2461,99,97,106
25,91,1494,94,98,104
19,98,4136,102,96,104
21,95,3532,100,93,108
22,93,1916,93,102,103
24,31,6419,106,95,105
25,92,1748,96,94,102
23,53,4988,91,97,105
27,88,1265,92,99,109
21,98,3711,102,97,103
25,80,4102,101,94,105
24,100,3210,106,92,110
30,96,5896,113,97,108
23,81,4720,126,94,100
22,94,6691,123,103,103
33,85,6486,112,97,105
23,96,3178,113,94,104
23,100,2867,101,97,103
29,90,1178,90,101,108
25,77,4087,109,96,111
24,98,3216,107,98,103
22,86,4955,127,101,103
24,94,3100,105,99,107
28,70,4078,106,96,106
39,67,6157,101,96,102
31,98,1317,93,94,104
28,82,1816,95,100,101
33,88,5128,116,99,103
23,81,3377,97,108,102
25,79,3782,112,103,102
28,98,1808,105,94,104
31,72,4983,115,101,101
33,99,1251,92,94,104
33,99,1734,94,93,103
34,46,4058,91,99,106
33,93,2030,100,94,101
70,85,7500,107,98,103
33,60,2814,94,99,102
36,47,3749,99,96,102
36,93,2065,94,94,106
37,35,4421,97,96,103
40,90,2003,90,90,109
37,100,1800,94,93,106
33,97,3059,108,102,102
40,56,2667,93,94,106
33,98,1529,97,98,104
36,47,6463,110,106,104
36,88,2175,95,99,106
36,85,1790,93,98,103
46,51,5523,96,99,105
39,82,1282,89,93,109
37,94,1218,91,95,108
37,94,997,87,99,111
37,75,1689,93,100,103
37,96,1401,93,97,107
41,77,2077,90,97,108
42,89,3613,99,103,107
46,55,3099,88,96,113
48,32,6804,93,100,108
43,20,5478,91,100,106
45,33,6715,93,104,107
42,78,2858,92,103,105
46,77,3628,92,103,107
44,42,3317,89,100,110
49,36,6571,92,102,109
63,78,5348,89,100,111
47,48,3187,87,99,111
45,16,7193,90,103,107
39,97,1312,90,102,111
38,95,1155,89,103,109
41,51,2362,90,106,108
45,33,2772,88,101,111
40,96,1219,88,102,112
41,75,1530,89,104,111
50,85,2982,89,102,109
42,94,1871,88,104,112
41,92,1201,87,103,113
45,99,1934,86,102,115
41,96,2246,91,109,111
42,53,1841,88,106,113
44,92,1528,85,101,117
41,97,1374,87,105,114
51,99,2846,86,104,117
47,26,4607,88,107,113
59,47,6925,89,109,113
41,76,1667,88,110,111
42,92,1966,89,110,111
57,62,4713,87,105,118
61,43,7153,87,108,114
46,83,2027,85,105,121
46,71,1656,84,104,121
50,88,3093,88,111,114
43,98,1445,87,108,117
47,85,2601,88,111,115
45,15,7121,89,115,111
45,28,4070,91,113,116
45,90,1872,87,111,114
44,54,1803,87,111,117
51,63,3118,86,109,119
43,96,1831,92,109,124
55,95,2948,84,107,121
51,89,3078,87,113,117
49,83,2618,86,111,118
59,65,4498,85,110,121
48,32,3934,86,113,120
50,100,3146,91,116,118
43,97,1077,86,109,125
67,82,4875,85,112,120
46,78,1874,86,112,121
55,96,3848,88,121,113
42,95,1913,92,120,117
52,92,2824,86,114,121
57,84,3689,87,113,123
63,47,7012,88,118,119
64,100,4267,87,118,118
51,93,2984,88,119,118
50,75,2254,86,111,128
49,89,2515,86,117,120
55,63,3168,82,111,127
50,90,2371,86,116,123
53,75,3638,88,120,120
61,65,5310,82,121,123
39,96,1265,91,124,118
64,97,3981,85,116,124
48,72,1880,84,116,124
69,75,5609,89,119,125
60,42,7267,89,124,120
62,45,5678,84,115,128
76,71,6553,88,122,121
58,31,5915,84,113,131
53,32,4827,84,118,127
64,86,4410,86,119,129
55,67,3255,81,119,126
59,82,4332,85,127,120
0,6,7500,328,103,106
3,50,1289,356,110,114
3,45,1128,69,87,105
4,29,3418,124,85,108
4,33,2929,111,86,108
5,40,449,132,106,104
1,44,7036,106,108,103
3,22,7498,83,89,105
4,16,2944,50,101,104
2,46,2881,100,93,102
4,48,2119,70,88,103
4,52,1885,83,98,104
6,77,302,72,101,110
6,52,1304,98,94,108
6,96,1127,86,88,112
11,85,7479,90,83,102
6,85,798,69,98,107
6,36,2390,81,102,107
4,49,3680,116,105,104
3,85,5827,97,94,105
8,31,2503,81,93,108
6,19,6218,101,97,106
5,41,3806,98,102,104
6,78,1244,85,95,104
8,11,6757,86,88,105
8,70,676,76,95,106
8,33,2552,91,98,105
4,76,6745,104,96,105
9,27,3166,93,91,104
7,100,1243,92,94,105
9,88,534,73,99,105
9,98,724,81,93,105
8,79,1550,86,100,105
8,61,2096,95,103,105
7,61,4929,88,91,106
7,67,2880,100,96,105
8,39,5176,98,94,106
6,54,7500,91,91,107
10,31,3720,89,94,105
8,54,3613,87,104,107
9,86,1676,102,94,105
11,50,1834,88,95,105
9,40,3879,102,97,104
14,12,5447,82,92,109
9,87,1917,96,100,107
11,48,2397,89,98,105
11,19,6040,88,100,104
15,30,1566,75,94,108
14,49,1044,76,102,109
14,25,3817,88,96,107
11,67,2764,91,90,103
12,18,6330,99,101,105
11,51,3160,107,93,103
15,31,2707,88,97,106
15,25,2597,80,100,107
12,24,7380,108,91,103
15,50,1998,98,94,110
14,24,5411,93,94,104
13,81,1588,98,95,104
12,49,3386,102,101,105
15,29,3599,88,100,105
12,44,4213,111,97,108
9,80,4552,94,96,103
13,55,3083,106,95,105
13,67,2847,98,92,105
17,21,5650,93,93,108
17,72,1015,82,96,108
17,19,6059,97,92,105
12,82,2943,100,98,105
14,60,2734,104,100,108
17,25,5428,99,92,105
12,72,3451,97,95,103
16,52,2606,94,95,103
13,60,3471,103,101,108
